event_name,session,timestamp,platform,game_name,provider,from_origin,on_origin,on_origin_name,jackpot,on_route,from_route,demo,page_location,page_referrer,fortuna_screen_name,status,added_from,sport_name,betslip_number,betslip_type,fixture_id,selection_id,PlayerID,stake_eur,odds,is_synthetic
casino_game_launch,1701152718,2023-12-15 00:38:45.000000 UTC,GM,20 Super Hot,Greentube,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,1.13,,True
page_view,1701658041,2023-12-15 19:13:26.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/promocije,https://www.psk.hr/,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
page_view,1701658041,2023-12-15 19:14:42.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/jackpot,https://casino.psk.hr/promocije,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
page_view,1701658041,2023-12-15 19:15:57.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/jackpot,https://casino.psk.hr/jackpot,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
casino_game_launch,1701658041,2023-12-15 19:16:39.000000 UTC,GM,Gates of Olympus Super Scatter,Pragmatic Play,lobby,casino,,True,,,False,,,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,21.34,,True
casino_game_launch,1701658041,2023-12-15 19:16:51.000000 UTC,GM,Sugar Rush 1000,Pragmatic Play,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,28.63,,True
casino_game_launch,1701658041,2023-12-15 19:17:26.000000 UTC,GM,Sugar Rush 1000,Pragmatic Play,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,15.81,,True
casino_game_launch,1701658041,2023-12-15 19:19:12.000000 UTC,GM,Sugar Rush 1000,Pragmatic Play,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,23.49,,True
fortuna_screen_view,1700041066,2023-12-15T23:01:48.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700041066,2023-12-15T23:01:59.000Z,SB Android,,,,,,,,,,,,prematchSports,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700041066,2023-12-15T23:02:39.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
betslip_add_bet,1700041066,2023-12-15T23:03:11.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500059.0,AKO,3442075.0,71794401.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.24,True
betslip_add_bet,1700041066,2023-12-15T23:04:10.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500059.0,AKO,3442075.0,77352694.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.8,True
betslip_add_bet,1700041066,2023-12-15T23:04:38.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500059.0,AKO,3442075.0,70770941.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.4,True
betslip_add_bet,1700041066,2023-12-15T23:05:24.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500059.0,AKO,3442075.0,75728626.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,4.45,True
betslip_add_bet,1700041066,2023-12-15T23:05:41.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500059.0,AKO,3442075.0,73696720.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,2.36,True
betslip_add_bet,1700041066,2023-12-15T23:06:42.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500059.0,AKO,3442075.0,76562150.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,3.22,True
fortuna_screen_view,1700041066,2023-12-15T23:07:29.000Z,SB Android,,,,,,,,,,,,betslip,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700041066,2023-12-15T23:08:33.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700041066,2023-12-15T23:08:47.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700719983,2023-12-16T00:26:41.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700719983,2023-12-16T00:27:49.000Z,SB Android,,,,,,,,,,,,competition_detail,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700719983,2023-12-16T00:28:22.000Z,SB Android,,,,,,,,,,,,prematchMatchesOverview,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700719983,2023-12-16T00:29:29.000Z,SB Android,,,,,,,,,,,,competition_detail,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700719983,2023-12-16T00:30:20.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
betslip_add_bet,1700719983,2023-12-16T00:31:05.000Z,SB Android,,,,,ABA Liga,,,,,,,,,match_detail_odds,Košarka,500861.0,LEG_COMBI,3595342.0,78848365.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,2.52,True
betslip_add_bet,1700719983,2023-12-16T00:31:26.000Z,SB Android,,,,,ABA Liga,,,,,,,,,match_detail_odds,Košarka,500861.0,LEG_COMBI,3595342.0,76886181.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,1.59,True
fortuna_screen_view,1700719983,2023-12-16T00:32:26.000Z,SB Android,,,,,,,,,,,,betslip,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
betslip_placed_bet,1700719983,2023-12-16T00:32:47.000Z,SB Android,,,,,ABA Liga,,,,,,,,,,Košarka,500861.0,LEG_COMBI,3595342.0,78848365.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,6.44,2.52,True
betslip_placed_bet,1700719983,2023-12-16T00:33:04.000Z,SB Android,,,,,ABA Liga,,,,,,,,,,Košarka,500861.0,LEG_COMBI,3595342.0,76886181.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,6.44,1.59,True
betslip_placed,1700719983,2023-12-16T00:33:42.000Z,SB Android,,,,,ABA Liga,,,,,,,,ACCEPTED,match_detail_odds,Košarka,500861.0,LEG_COMBI,3595342.0,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,6.44,,True
fortuna_screen_view,1700719983,2023-12-16T00:34:43.000Z,SB Android,,,,,,,,,,,,ticketDetail,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700719983,2023-12-16T00:35:34.000Z,SB Android,,,,,,,,,,,,ticketHistory,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700722567,2023-12-16T22:52:20.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700722567,2023-12-16T22:52:53.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700722567,2023-12-16T22:53:23.000Z,SB Android,,,,,,,,,,,,prematchSports,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700722567,2023-12-16T22:53:41.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
page_view,1701153581,2023-12-17 22:00:54.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/igre,https://www.psk.hr/,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701153581,2023-12-17 22:01:00.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/jackpot,https://casino.psk.hr/igre,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701153581,2023-12-17 22:02:46.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/,https://casino.psk.hr/jackpot,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701153581,2023-12-17 22:03:09.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/jackpot,https://casino.psk.hr/,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
casino_game_launch,1701153581,2023-12-17 22:03:49.000000 UTC,GM,100 Hot Wild,Amusnet,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,1.11,,True
casino_game_launch,1701153581,2023-12-17 22:05:12.000000 UTC,GM,100 Power Hot Dice Edition Golden Coins Link,Amusnet,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,1.64,,True
casino_game_launch,1701153581,2023-12-17 22:05:17.000000 UTC,GM,40 Bulky Fruits Golden Coins Link,Amusnet,lobby,casino,,True,,,False,,,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,2.96,,True
casino_game_launch,1701153581,2023-12-17 22:05:24.000000 UTC,GM,100 Hot Wild,Amusnet,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,2.13,,True
page_view,1701656189,2023-12-17 22:23:29.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/igre,https://www.psk.hr/,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
page_view,1701656189,2023-12-17 22:24:28.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/promocije,https://casino.psk.hr/igre,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
page_view,1701656189,2023-12-17 22:25:07.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/promocije,https://casino.psk.hr/promocije,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
page_view,1701656189,2023-12-17 22:26:47.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/najnovije,https://casino.psk.hr/promocije,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
page_view,1701656189,2023-12-17 22:27:50.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/igre,https://casino.psk.hr/najnovije,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
casino_game_launch,1701656189,2023-12-17 22:29:00.000000 UTC,GM,Sugar Rush 1000,Pragmatic Play,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,25.89,,True
casino_game_launch,1701656189,2023-12-17 22:29:10.000000 UTC,GM,Big Bass Bonanza,Pragmatic Play,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,20.99,,True
casino_game_launch,1701656189,2023-12-17 22:30:34.000000 UTC,GM,Sugar Rush 1000,Pragmatic Play,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,25.22,,True
casino_game_launch,1701656189,2023-12-17 22:31:16.000000 UTC,GM,Sugar Rush 1000,Pragmatic Play,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,18.64,,True
fortuna_screen_view,1700039942,2023-12-17T00:01:22.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700039942,2023-12-17T00:02:24.000Z,SB Android,,,,,,,,,,,,competition_detail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700039942,2023-12-17T00:02:30.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
betslip_add_bet,1700039942,2023-12-17T00:02:42.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500057.0,AKO,3442075.0,72572691.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,3.68,True
betslip_add_bet,1700039942,2023-12-17T00:03:32.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500057.0,AKO,3442075.0,71794401.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.15,True
betslip_add_bet,1700039942,2023-12-17T00:04:12.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500057.0,AKO,3442075.0,70518787.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.99,True
betslip_add_bet,1700039942,2023-12-17T00:04:50.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500057.0,AKO,3442075.0,71134778.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.95,True
betslip_add_bet,1700039942,2023-12-17T00:05:47.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500057.0,AKO,3442075.0,76562150.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,3.18,True
fortuna_screen_view,1700039942,2023-12-17T00:06:54.000Z,SB Android,,,,,,,,,,,,betslip,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700039942,2023-12-17T00:07:42.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700039942,2023-12-17T00:08:25.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
screen_view,1702415137,2023-12-17T23:16:54.000Z,web,,,,,,,,,,,,homepage,,,,,,,,SYN_U07_5c37d81100ef497fef26d84e692a1a73cd018e724974fd6518716ade,,,True
screen_view,1702415137,2023-12-17T23:17:52.000Z,web,,,,,,,,,,,,prematchSports,,,,,,,,SYN_U07_5c37d81100ef497fef26d84e692a1a73cd018e724974fd6518716ade,,,True
screen_view,1702415137,2023-12-17T23:18:51.000Z,web,,,,,,,,,,,,competition_detail,,,,,,,,SYN_U07_5c37d81100ef497fef26d84e692a1a73cd018e724974fd6518716ade,,,True
screen_view,1702415137,2023-12-17T23:19:51.000Z,web,,,,,,,,,,,,liveDetail,,,,,,,,SYN_U07_5c37d81100ef497fef26d84e692a1a73cd018e724974fd6518716ade,,,True
betslip_add_bet,1702415137,2023-12-17T23:19:57.000Z,web,,,,,Liga prvaka,,,,,,,,,live_page,Nogomet,501637.0,SOLO,3442075.0,73696720.0,SYN_U07_5c37d81100ef497fef26d84e692a1a73cd018e724974fd6518716ade,,2.47,True
screen_view,1702415137,2023-12-17T23:20:29.000Z,web,,,,,,,,,,,,betslip,,,,,,,,SYN_U07_5c37d81100ef497fef26d84e692a1a73cd018e724974fd6518716ade,,,True
betslip_placed_bet,1702415137,2023-12-17T23:21:15.000Z,web,,,,,Liga prvaka,,,,,,,,,,Nogomet,501637.0,SOLO,3442075.0,73696720.0,SYN_U07_5c37d81100ef497fef26d84e692a1a73cd018e724974fd6518716ade,65.87,2.47,True
betslip_placed,1702415137,2023-12-17T23:21:59.000Z,web,,,,,Liga prvaka,,,,,,,,ACCEPTED,live_page,Nogomet,501637.0,SOLO,3442075.0,,SYN_U07_5c37d81100ef497fef26d84e692a1a73cd018e724974fd6518716ade,65.87,,True
screen_view,1702415137,2023-12-17T23:22:57.000Z,web,,,,,,,,,,,,ticketDetail,,,,,,,,SYN_U07_5c37d81100ef497fef26d84e692a1a73cd018e724974fd6518716ade,,,True
page_view,1701155183,2023-12-18 20:30:34.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/igre,https://www.psk.hr/,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701155183,2023-12-18 20:31:58.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/najnovije,https://casino.psk.hr/igre,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701155183,2023-12-18 20:33:57.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/,https://casino.psk.hr/najnovije,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701155183,2023-12-18 20:35:11.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/najnovije,https://casino.psk.hr/,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
casino_game_launch,1701155183,2023-12-18 20:35:30.000000 UTC,GM,Sizzling Hot Deluxe,Greentube,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,2.93,,True
page_view,1701154429,2023-12-18 23:10:26.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/promocije,https://www.psk.hr/,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701154429,2023-12-18 23:12:04.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/promocije,https://casino.psk.hr/promocije,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701154429,2023-12-18 23:13:32.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/,https://casino.psk.hr/promocije,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701154429,2023-12-18 23:15:19.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/promocije,https://casino.psk.hr/,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
casino_game_launch,1701154429,2023-12-18 23:16:45.000000 UTC,GM,Royal Seven XXL,Greentube,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,3.64,,True
fortuna_screen_view,1700040588,2023-12-18T00:19:57.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700040588,2023-12-18T00:20:19.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700040588,2023-12-18T00:21:00.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
betslip_add_bet,1700040588,2023-12-18T00:22:01.000Z,SB Android,,,,,HNL,,,,,,,,,match_detail_odds,Nogomet,500058.0,AKO,3075454.0,79564908.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.57,True
betslip_add_bet,1700040588,2023-12-18T00:22:13.000Z,SB Android,,,,,HNL,,,,,,,,,match_detail_odds,Nogomet,500058.0,AKO,3075454.0,70880118.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.6,True
betslip_add_bet,1700040588,2023-12-18T00:23:01.000Z,SB Android,,,,,HNL,,,,,,,,,match_detail_odds,Nogomet,500058.0,AKO,3075454.0,72099439.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,3.47,True
fortuna_screen_view,1700040588,2023-12-18T00:23:24.000Z,SB Android,,,,,,,,,,,,betslip,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
betslip_placed_bet,1700040588,2023-12-18T00:23:57.000Z,SB Android,,,,,HNL,,,,,,,,,,Nogomet,500058.0,AKO,3075454.0,79564908.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,20.09,1.57,True
betslip_placed_bet,1700040588,2023-12-18T00:24:40.000Z,SB Android,,,,,HNL,,,,,,,,,,Nogomet,500058.0,AKO,3075454.0,70880118.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,20.09,1.6,True
betslip_placed_bet,1700040588,2023-12-18T00:25:00.000Z,SB Android,,,,,HNL,,,,,,,,,,Nogomet,500058.0,AKO,3075454.0,72099439.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,20.09,3.47,True
betslip_placed,1700040588,2023-12-18T00:26:10.000Z,SB Android,,,,,HNL,,,,,,,,ACCEPTED,match_detail_odds,Nogomet,500058.0,AKO,3075454.0,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,20.09,,True
fortuna_screen_view,1700040588,2023-12-18T00:26:57.000Z,SB Android,,,,,,,,,,,,ticketDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700040588,2023-12-18T00:27:29.000Z,SB Android,,,,,,,,,,,,ticketHistory,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700041286,2023-12-18T20:24:20.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700041286,2023-12-18T20:25:10.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700041286,2023-12-18T20:26:05.000Z,SB Android,,,,,,,,,,,,prematchSports,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700041286,2023-12-18T20:26:54.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
betslip_add_bet,1700041286,2023-12-18T20:27:59.000Z,SB Android,,,,,Premier League,,,,,,,,,match_detail_odds,Nogomet,500060.0,AKO,3052122.0,73097664.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.79,True
betslip_add_bet,1700041286,2023-12-18T20:28:23.000Z,SB Android,,,,,Premier League,,,,,,,,,match_detail_odds,Nogomet,500060.0,AKO,3052122.0,79197260.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,2.45,True
betslip_add_bet,1700041286,2023-12-18T20:29:22.000Z,SB Android,,,,,Premier League,,,,,,,,,match_detail_odds,Nogomet,500060.0,AKO,3052122.0,78829323.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,2.98,True
fortuna_screen_view,1700041286,2023-12-18T20:30:15.000Z,SB Android,,,,,,,,,,,,betslip,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
betslip_placed_bet,1700041286,2023-12-18T20:30:47.000Z,SB Android,,,,,Premier League,,,,,,,,,,Nogomet,500060.0,AKO,3052122.0,73097664.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,23.9,1.79,True
betslip_placed_bet,1700041286,2023-12-18T20:31:40.000Z,SB Android,,,,,Premier League,,,,,,,,,,Nogomet,500060.0,AKO,3052122.0,79197260.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,23.9,2.45,True
betslip_placed_bet,1700041286,2023-12-18T20:32:24.000Z,SB Android,,,,,Premier League,,,,,,,,,,Nogomet,500060.0,AKO,3052122.0,78829323.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,23.9,2.98,True
betslip_placed,1700041286,2023-12-18T20:32:53.000Z,SB Android,,,,,Premier League,,,,,,,,ACCEPTED,match_detail_odds,Nogomet,500060.0,AKO,3052122.0,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,23.9,,True
fortuna_screen_view,1700041286,2023-12-18T20:33:16.000Z,SB Android,,,,,,,,,,,,ticketDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700041286,2023-12-18T20:34:22.000Z,SB Android,,,,,,,,,,,,ticketHistory,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
